Objeto,Tipo,Propiedad,Modificacion,Check,Chutado,Otro
spInsertarCubo,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInsertarCxcAnticipoAplicarTemp,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarDIM,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarDimension,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInsertarDimensionNivel,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInsertarFormula,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInsertarJuegoOmision,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInsertarLayoutAplicacionEntidad,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarMedida,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInsertarMonHist,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarNominaConcepto,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarNominaConcepto1,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarNominaConcepto2,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarNominaConcepto3,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarNominaConcepto4,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarNominaConcepto5,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarNominaConcepto6,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarPersonalPropValorCuenta,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarPersonalPropValorEmpresa,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarPersonalPropValorSucursal,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInsertarStore,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInsertarSucursal_MAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spInsertaSolCompraMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spInsertaTextoEnArchivo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInstitucionFinBuscarConceptoBanco,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInstitucionFinConcepto,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisArticuloEspPosicion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisArticuloPosicionDestinoRADO,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisArticuloPosicionDestinoRADOPck,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisArticuloPosicionORENT,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisArticuloPosicionRADO,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisArticuloPosicionRADOPck,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisArticuloUnidadFactor,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisArticuloUnidadListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCFDICancelar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCGI,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spIntelisisCOMSMovListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaAlmListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaArtFamListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaArticuloListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaArtLineaListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaCteListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaCteTipoListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaDepartamentoListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaEmpresaListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaMonListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaMotivoRechazoListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaPersonalListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaPlantaListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaPlantaUsuarioListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaProvListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaSucursalListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaUnidadListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisCuentaUsuarioListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionAfectarOrdenCompra,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionAfectarOrdenSurtido,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionAfectarSalidaTraspaso,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionAfectarTransito,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionAlmacenesLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionArticuloInfo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionCbInfo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionEmpresa,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionEmpresaCfg,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionGenerarInventario,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionGuardarInventario,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionGuardarSerieLoteMov,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionInfoSerieLote,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionInfoSerieLoteMov,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionInventarioDetalle,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionInventarioFisicoLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionMensaje,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionMonedasLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionMovimientosGenerar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionMovimientosInventarioLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionMovimientosRecepcionLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionMovimientosSurtidoLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionOrdenCompraDetalle,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionOrdenCompraLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionOrdenSurtidoDetalle,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionOrdenSurtidoLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionSalidaTraspasoDetalle,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionSalidaTraspasoLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionSerieLoteLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionSucursal,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionTransitoDetalle,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisDistribucionTransitoLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisFueraLinea,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforNOM_P,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaAlm,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaArt,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaArtContadorLotes,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaArtFam,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaArtLinea,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaArtOpcion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaArtOpcionDetalle,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaCte,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaCteTipo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaDepartamento,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaEmpresa,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaMon,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaMotivoRechazo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaPersonal,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaPlanta,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaPlantaUsuario,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaProv,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaSucursal,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaUnidad,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisInterfazInforTransferenciaUsuario,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisINVAfectarINV_SOL,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisINVINV_IFListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisJob,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spIntelisisLic,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisMapeoMovMovilListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisMontacargaListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisMovilSendMail,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisPHPWebService,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisRADOPck_MovListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisService,Stored Procedure,NativoDesde3100,Ambos,CambioIntelisis,1,CambioMavi
spIntelisisServiceEmida,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceEnviarCorreo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceFactoryProcesar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceFactoryReprocesar,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spIntelisisServicePedidosMovilCobranzaLigera,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceProcesar,Stored Procedure,EnProduccionYNativo5000,Ambos,1,0,
spIntelisisServiceProcesarAutorizacion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceProcesarContParalela,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceProcesarDatos,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spIntelisisServiceProcesarDistribucion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceProcesareCommerce,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceProcesareDocIn,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceProcesarInfor,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceProcesarMovil,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceProcesarNotificacion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceProcesarOportunidad,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceProcesarPOS,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisServiceProcesarWMS,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisSLHQ,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisTarimasPorAfectarListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisTMAAfectarMovTMA_OPCKTARIMA,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisTMAAfectarMovTMA_PCKTARIMATRAN,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisVTASMovListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWebService,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSActualizarAnden,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSAfectarOC,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSAlmacenesLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSArticuloCBLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSArticuloImprimir,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSCambiarTarima,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSCerrarRecoleccion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSCerrarTarimasSurtidoTransitoPCK,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSDetalleMovCOMS_O,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSEntradaCompraLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSEtiquetaSurtidoImprimir,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSGenerarInventarioFisico,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSGenerarSolicitudReacomodo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSGenerarSurtidoPerdido,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSGuardarInventario,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSGuardarSerieLoteMov,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoArticuloSerieLote,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoCB,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoCB_COMS,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoCB_IF,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoCodigoBarrasSurtido,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoDetalleMovCOMS_O,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoOrdenCompra,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoOrdenCompraImprimirCPLC,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoPesoTarima,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoPosicion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoSerieLote,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoSerieLoteSurtido,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoSerieLoteSurtidoConsolidado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoTarima,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoTarimaArticulo,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoTarimasPorAfectarListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInfoTarimasSurtidoP,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInventarioActualizar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInventarioDetalle,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSInventarioLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSListaDetalleINV,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSMonedasLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSMovil,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSMovilLog,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSMovimientoCompleto,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSMovimientosInvLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSMovimientosRecoleccionLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSOrdenCompraActualizar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSOrdenCompraLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSOrdenSurtidoPckLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSOSURMovListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSOSURTarima,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSOSURTarimasPckListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSOSurtidoPendientes,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSPosicionesArticuloLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSPosicionTarimasLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSRecoleccionImprimir,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSRecoleccionLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSSerieLoteActualizar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSSerieLoteProp,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSSerieLotePropLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSSolicitudEmpresa,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSSolicitudSucursal,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSTareasAsignadasListado,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSTarimasArticuloLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSTarimasLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSTarimasPorCerrar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSTarimasPorCerrarCuenta,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSTarimasPorCerrarLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSTarimasPorMarcarLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSTarimasRecoleccionLista,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSTotalCB,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSUsuarioCfg,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSVaidaArticuloCB,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSValidarCB,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSValidarCBOSURP,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSValidarMontacarga,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSValidarMovCOMS_O,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSValidarPosicionTarima,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSValidarSoloCB,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSValidarUsuario,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSValidarZona,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWMSValidaSucursal,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spIntelisisWS,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInteresesDevengados,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spIntToDateTime,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInv,Stored Procedure,NativoDesde3100,Ambos,CambioIntelisis,1,CambioMavi
SpINVActualizaStokMinMax,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SpINVAdministracionPerfiles,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spInvAfectar,Stored Procedure,NativoDesde3100,Ambos,CambioIntelisis,1,CambioMavi
spInvAfectar2,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvAfectarDinero,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvAfectarDineroPOS,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvAfectarFEA,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvAfectarInit,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvAfectarUnidades,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvAfectarUtilizarConcluido,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvAfectarUtilizarSeleccion,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvAjusteSaldosMenores,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvAnexarTodoDetalle,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
SPINVArticulosMasCancelados,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spInvAsignar,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInvAsignarRenglon,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvBackOrder,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvBackOrderCliente,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvCalcFactor,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInvCalcPesoVolumen,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInvCantidadReservarJuego,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
SpINVConfDistribucion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spInvConsumoMaterialAfectarEntradaProducto,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInvCostearTransferencias,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvCostoInv,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvDesafectar,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInvEntradaProductoCancelarConsumoMaterial,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInvEntradaProductoGenerarConsumoMaterial,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvFacturaFlexibleAfectar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvFacturaProrrateadaAfectar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvFusionarBorradores,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
SpInvGenerarCotizacion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spInvGenerarDetalle,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvGenerarEstadistica,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvGenerarRetencionesCompra,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
SpINVGenerarTraspaso,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spInvInitRenglon,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvInventarioFisico,Stored Procedure,NativoDesde3100,Ambos,CambioIntelisis,1,CambioMavi
spInvLimiteRenFacturas,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInvLimiteRenFacturasAgrupada,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInvMatar,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvMatarNotas,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
SpINVMaxMinimosMantto,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spInvPedidoProrrateadoAfectar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvPedidoProrrateadoVerificar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvPendiente,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvProdSerieLoteDesdeOrden,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
spInvProratear,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvQuitarBasura,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvReCalcEncabezado,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvReCalcEncabezadoSimple,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInvRefacturar,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
SpINVReporteRedistribucion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SpINVRM0240InventarioFisico,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
spInvTransferirA,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
spInvTraspasarTodo,Stored Procedure,NativoDesde3100,IgualDesde3100,0,0,
spInvUtilizarTodoDetalle,Stored Procedure,NativoDesde3100,CambioIntelisis,CambioIntelisis,0,
